ID,Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
1108,0,0,1,28,13,474.6666667,0,0.014285714,33.41,0,Mar,2,2,1,6,Returning_Visitor,FALSE,TRUE
1109,0,0,0,0,13,182.25,0.046153846,0.076923077,0,0,Dec,2,2,1,1,Returning_Visitor,FALSE,FALSE
1110,0,0,0,0,15,153,0,0.04,0,0.6,May,2,10,1,3,Returning_Visitor,FALSE,FALSE
1111,3,52.75,0,0,31,3069.077778,0.006451613,0.020537634,5.793026792,0,Nov,1,1,3,2,Returning_Visitor,FALSE,TRUE
1112,2,279,0,0,14,553.3333333,0,0.0125,0,0,Nov,2,4,3,2,Returning_Visitor,FALSE,FALSE
1113,0,0,1,1.5,43,1368.484848,0.015909091,0.053636364,0,0.6,May,1,1,1,2,Returning_Visitor,FALSE,FALSE
1114,8,192.4333333,2,53.4,45,1372.875238,0.004166667,0.00625,0,0,Sep,4,1,1,3,New_Visitor,FALSE,FALSE
1115,1,38.5,0,0,28,705.1166667,0.003703704,0.017901235,0,0,Nov,1,1,7,2,Returning_Visitor,TRUE,FALSE
1116,9,210.6666667,3,127,55,1509.594444,0.006451613,0.02016129,14.68324522,0,Mar,2,5,1,2,Returning_Visitor,FALSE,FALSE
1117,0,0,0,0,4,87.5,0,0.05,0,0,May,2,2,4,3,Returning_Visitor,FALSE,FALSE
1118,0,0,0,0,6,199.25,0,0.033333333,0,0,Dec,2,4,1,3,Other,FALSE,FALSE
1119,5,100,0,0,7,137.25,0.02,0.05,0,0,Dec,1,2,3,3,New_Visitor,FALSE,FALSE
1120,7,266.875,0,0,32,2092.5,0.010526316,0.026315789,23.5676355,0,Dec,2,2,1,1,Returning_Visitor,TRUE,FALSE
1121,0,0,0,0,47,3650.316667,0,0.003333333,97.19657367,0,Nov,2,2,1,10,Returning_Visitor,FALSE,TRUE
1122,3,40,0,0,10,423.6666667,0,0.018181818,0,0,May,4,2,1,11,Returning_Visitor,TRUE,FALSE
1123,0,0,0,0,28,950.8166667,0.032183908,0.046360153,0,0,Dec,3,2,1,1,Returning_Visitor,FALSE,FALSE
1124,0,0,0,0,23,363.5,0,0.013043478,0,0.8,May,2,2,2,1,Returning_Visitor,FALSE,FALSE
1125,0,0,0,0,4,88,0,0.05,0,0,Feb,4,1,1,3,Returning_Visitor,FALSE,FALSE
1126,4,37.25,1,5,50,1295.008333,8.93E-04,0.015595238,0,0,Nov,3,2,4,2,Returning_Visitor,TRUE,TRUE
1127,0,0,0,0,52,1624.223485,0.007692308,0.032692308,0,1,May,2,2,7,6,Returning_Visitor,TRUE,FALSE
1128,13,255.9159289,0,0,255,8467.584379,0.017351104,0.025016422,0.685335799,0,June,3,2,1,3,Returning_Visitor,FALSE,FALSE
1129,1,0,0,0,3,121.2704225,0,0.04,36.14032284,0,Oct,2,2,1,4,Returning_Visitor,FALSE,TRUE
1130,6,189.8,0,0,9,208.8333333,0,0.015384615,70.31635146,0,Nov,2,2,3,2,New_Visitor,FALSE,TRUE
1131,2,22.5,0,0,28,686.3222222,0,0.001190476,0,0,Mar,2,4,3,1,Returning_Visitor,FALSE,FALSE
1132,3,548.5,0,0,9,117,0,0.016666667,0,0,Nov,2,4,1,2,Returning_Visitor,TRUE,FALSE
1133,1,69,0,0,8,423,0,0.025,28.05094335,0,Mar,2,4,1,8,New_Visitor,FALSE,TRUE
1134,6,190.4166667,0,0,78,3913.98703,0.005424955,0.006561181,0,0,Nov,3,2,5,1,Returning_Visitor,TRUE,FALSE
1135,4,99,3,112.25,46,930.0141026,0.001960784,0.016470588,0,0,Nov,1,1,3,10,Returning_Visitor,FALSE,FALSE
1136,0,0,0,0,13,574.6666667,0,0.061538462,0,0,Mar,2,2,8,1,Returning_Visitor,FALSE,FALSE
1137,2,4,0,0,14,203,0,0.041176471,0,0,May,2,5,4,3,Returning_Visitor,FALSE,FALSE
1138,2,35.3,0,0,2,20.1,0,0,40.27815244,0,Sep,2,2,1,6,New_Visitor,FALSE,TRUE
1139,2,76,0,0,33,831.1111111,0,0.0125,77.97458009,0,Dec,2,2,4,2,Returning_Visitor,TRUE,TRUE
1140,0,0,0,0,1,0,0.2,0.2,0,0,May,1,1,1,3,Returning_Visitor,FALSE,FALSE
1141,1,0,0,0,21,658.25,0.035497835,0.057482993,0,0,Nov,3,2,5,13,Returning_Visitor,FALSE,FALSE
1142,0,0,0,0,8,183,0,0.00625,0,0,Dec,2,4,4,1,Returning_Visitor,FALSE,FALSE
1143,4,64.66666667,0,0,50,936.81,0,0.003773585,0,0,Aug,2,2,4,2,New_Visitor,FALSE,FALSE
1144,0,0,0,0,7,59,0,0.028571429,0,0,May,2,2,2,3,Returning_Visitor,FALSE,FALSE
1145,3,67,0,0,7,274.25,0.0125,0.035,0,0,May,3,2,1,1,Returning_Visitor,FALSE,FALSE
1146,9,146,0,0,49,1592.133333,0.003636364,0.02,3.490036364,0,May,2,2,3,4,Returning_Visitor,TRUE,FALSE
1147,0,0,0,0,1,0,0.2,0.2,0,0,May,1,1,3,3,Returning_Visitor,TRUE,FALSE
1148,0,0,0,0,5,1620,0.14,0.166666667,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE,FALSE
1149,0,0,0,0,11,292.9,0.028,0.11952381,0,0,Feb,2,4,3,1,Returning_Visitor,FALSE,FALSE
1150,0,0,3,75.5,60,2050.191803,0.008758782,0.028381703,0,0,Nov,3,2,1,3,Returning_Visitor,FALSE,FALSE
1151,0,0,0,0,10,270,0,0.004,0,0,Mar,2,2,1,2,Returning_Visitor,FALSE,FALSE
1152,9,666,0,0,29,2061.066667,0.018918919,0.038918919,3.064378378,0,May,2,2,1,1,Returning_Visitor,FALSE,FALSE
1153,17,346.7096405,3,207.25,292,8282.214508,9.77E-04,0.005669849,13.91832377,0,Nov,2,2,1,2,Returning_Visitor,TRUE,FALSE
1154,7,227.9,0,0,22,701.0166667,0,0.001666667,0,0,Oct,2,4,4,2,Returning_Visitor,FALSE,FALSE
1155,1,78.6,0,0,5,744.8,0,0,0,0,Sep,2,2,1,4,New_Visitor,FALSE,FALSE
1156,1,16,0,0,77,3586.833333,0,0.012575758,0,0,Dec,2,2,1,2,Returning_Visitor,FALSE,FALSE
1157,0,0,0,0,3,34.2,0.066666667,0.1,0,0,Oct,3,2,5,13,Returning_Visitor,FALSE,FALSE
1158,1,5,0,0,41,764.1333333,0,0.014444444,0,0,June,2,2,1,4,Returning_Visitor,FALSE,FALSE
1159,10,161.7083333,1,0,126,2645.833333,0.004511278,0.01597088,2.776907268,0.6,May,3,2,2,3,Returning_Visitor,FALSE,FALSE
1160,0,0,0,0,7,277.1666667,0.028571429,0.05,0,0,Nov,3,2,4,13,Returning_Visitor,FALSE,FALSE
1161,3,60.83333333,0,0,18,884.6333333,0.021052632,0.041140351,0,0,Mar,2,2,3,10,Returning_Visitor,FALSE,FALSE
1162,1,60.5,0,0,21,320.9833333,0,0.01,0,0,Nov,2,5,1,2,Returning_Visitor,FALSE,FALSE
1163,4,585.8,0,0,29,1582.533333,0.006666667,0.022222222,0,0,Oct,2,2,4,1,Returning_Visitor,FALSE,FALSE
1164,6,185.9904762,5,111.1666667,179,10415.78364,0.002551834,0.020876741,18.08361086,0,Nov,2,2,3,2,Returning_Visitor,TRUE,FALSE
1165,4,159,0,0,16,307.6166667,0,0.010526316,0,0,Oct,1,1,3,2,Returning_Visitor,TRUE,FALSE
1166,4,91,1,188,160,2418.52904,0.004878049,0.017369338,0.58275,0,May,2,6,1,6,Returning_Visitor,FALSE,FALSE
1167,0,0,0,0,16,318.75,0,0.004166667,0,0,Nov,2,2,7,1,Returning_Visitor,FALSE,TRUE
1168,0,0,0,0,3,164,0,0.066666667,0,0,Nov,1,1,1,3,Returning_Visitor,TRUE,FALSE
1169,0,0,0,0,7,53,0.028571429,0.057142857,0,0,Dec,1,1,1,2,Returning_Visitor,FALSE,FALSE
1170,2,70.6,0,0,26,571.35,0,0.007142857,0,0,Nov,2,2,9,5,New_Visitor,FALSE,FALSE
1171,0,0,0,0,5,131.8333333,0,0.013333333,36.13790493,0,June,1,1,1,5,New_Visitor,FALSE,TRUE
1172,0,0,0,0,6,142.125,0,0.033333333,0,0,Nov,3,2,6,2,Returning_Visitor,FALSE,FALSE
1173,2,168.4,0,0,10,208,0,0.008333333,0,0,Nov,3,2,5,2,New_Visitor,FALSE,FALSE
1174,2,167.8888889,2,825.5,117,5256.472341,0.004030055,0.014604028,3.187495058,0,Nov,3,2,5,8,Returning_Visitor,FALSE,TRUE
1175,0,0,0,0,37,907.5,0.005405405,0.021621622,0,0,Nov,2,2,1,8,New_Visitor,FALSE,FALSE
1176,2,53,0,0,4,46,0.026666667,0.056,0,0.4,May,3,2,1,2,Returning_Visitor,FALSE,FALSE
1177,0,0,0,0,4,142,0,0.05,0,0.6,May,2,2,1,13,Returning_Visitor,FALSE,FALSE
1178,1,16,0,0,44,2939.625,0,0.002222222,32.81205711,0,Nov,2,2,8,2,Returning_Visitor,FALSE,TRUE
1179,0,0,0,0,12,810,0,0.016666667,0,0,Mar,2,2,6,10,Returning_Visitor,FALSE,FALSE
1180,0,0,0,0,4,79,0,0.05,0,0,May,2,2,6,2,Returning_Visitor,FALSE,FALSE
1181,5,68.01428571,1,21.2,63,1033.206667,0,0.009068627,0,0,Aug,2,2,2,2,Returning_Visitor,FALSE,FALSE
1182,2,83.6,0,0,43,1582.7,0.004545455,0.014393939,0,0,Nov,3,2,3,1,Returning_Visitor,FALSE,FALSE
1183,7,38.6,0,0,70,1087.7,0,0.004861111,0,0,Oct,2,2,4,5,Returning_Visitor,FALSE,FALSE
1184,1,9,0,0,13,858.8333333,0.014285714,0.051190476,0,0,Nov,1,1,6,11,Returning_Visitor,FALSE,TRUE
1185,3,147,0,0,3,24,0,0.02,0,0,Mar,3,2,7,1,Returning_Visitor,FALSE,FALSE
1186,3,155.6078431,1,14,108,2942.021588,2.60E-04,0.013002525,7.890931935,0,Dec,1,1,2,10,Returning_Visitor,FALSE,TRUE
1187,0,0,0,0,80,3279.407576,0.01875,0.041944444,0,0.4,May,2,4,7,2,Returning_Visitor,FALSE,FALSE
1188,0,0,0,0,19,429.6333333,0,0.005263158,0,0,Mar,2,4,1,3,Returning_Visitor,TRUE,FALSE
1189,4,100.6,2,5,93,2002.76,0.008163265,0.026598639,0,0,Sep,2,2,3,13,Returning_Visitor,FALSE,FALSE
1190,0,0,0,0,2,0,0.2,0.2,0,0,May,2,2,6,13,Returning_Visitor,FALSE,FALSE
1191,5,194.3333333,2,38,71,2632.189286,6.94E-04,0.008611111,0,0,Nov,4,2,1,2,Returning_Visitor,TRUE,FALSE
1192,0,0,0,0,94,9836.068333,0.007446809,0.028191489,0,0,Sep,2,2,1,13,Returning_Visitor,FALSE,FALSE
1193,0,0,0,0,15,528,0.026666667,0.055555556,0,0,May,2,2,4,3,Returning_Visitor,FALSE,FALSE
1194,0,0,0,0,27,807.8333333,0.022222222,0.041975309,0,0,Mar,2,2,3,1,Returning_Visitor,FALSE,FALSE
1195,0,0,0,0,9,211,0,0.044444444,0,0,Mar,2,2,3,2,Returning_Visitor,FALSE,FALSE
1196,1,11.5,1,94,98,6212.779517,0.024162985,0.033991575,0,0,Nov,3,2,4,10,Returning_Visitor,TRUE,FALSE
1197,16,932.7971429,0,0,40,991.7155466,0.008888889,0.011659808,0,0,Sep,1,2,1,1,Returning_Visitor,FALSE,FALSE
1198,6,107.04,3,53.2,114,5066.6611,0.006666667,0.016180556,0,0,Nov,3,2,3,3,Returning_Visitor,TRUE,FALSE
1199,0,0,0,0,14,317.0666667,0.035714286,0.05,0,0,Aug,1,1,9,3,Returning_Visitor,FALSE,FALSE
1200,0,0,5,14,31,750.5904762,0.007407407,0.036957672,0,0,Mar,2,2,1,2,Returning_Visitor,FALSE,FALSE
1201,0,0,0,0,4,26,0.05,0.1,0,0.4,May,2,2,1,13,Returning_Visitor,FALSE,FALSE
1202,0,0,0,0,8,203,0.0125,0.0375,0,0,May,2,2,5,2,Returning_Visitor,TRUE,FALSE
1203,0,0,0,0,1,0,0.2,0.2,0,0,Nov,8,6,1,6,Returning_Visitor,FALSE,FALSE
1204,1,11,0,0,4,1145,0.05,0.1,0,0.2,May,2,2,3,13,Returning_Visitor,FALSE,FALSE
1205,1,44.5,1,66.5,8,568.25,0.018181818,0.033333333,26.45046371,0,Nov,1,1,2,7,Returning_Visitor,FALSE,FALSE
1206,0,0,0,0,1,0,0.2,0.2,0,0,May,1,1,1,3,Returning_Visitor,FALSE,FALSE
1207,9,181.275,2,65,120,3283.715359,0.004651163,0.024543027,2.442153455,0,Nov,1,2,1,2,Returning_Visitor,FALSE,FALSE
1208,0,0,0,0,3,15.2,0.066666667,0.133333333,0,0,Aug,2,4,1,1,Returning_Visitor,TRUE,FALSE
1209,0,0,5,924,45,3198.186667,0.004,0.016363636,32.41773364,0,Oct,2,6,4,2,Returning_Visitor,FALSE,TRUE
1210,0,0,0,0,23,943.25,0.008695652,0.046376812,0,0,Nov,1,1,3,3,Returning_Visitor,FALSE,FALSE
1211,0,0,1,12,22,1668.95,0,0.00952381,12.18867006,0,Dec,2,2,1,2,New_Visitor,TRUE,TRUE
1212,0,0,0,0,100,2781.125,0.012,0.037666667,0,0,Dec,2,6,3,1,Returning_Visitor,FALSE,FALSE
1213,8,147.175,7,254,340,10902.45826,0.001713207,0.015734957,0,0,Nov,2,2,1,2,Returning_Visitor,FALSE,FALSE
1214,0,0,0,0,5,48,0.08,0.093333333,0,0.8,May,3,2,4,13,Returning_Visitor,FALSE,FALSE
1215,0,0,0,0,53,2052.125,0,0.003921569,52.49862029,0,Nov,2,4,2,2,New_Visitor,TRUE,TRUE
1216,1,0,0,0,2,66.5,0,0.1,0,0,Dec,2,2,9,2,Returning_Visitor,TRUE,FALSE
1217,2,16,0,0,43,821.275,0.015873016,0.024900794,0,0,Nov,1,1,1,3,Returning_Visitor,FALSE,FALSE
1218,7,122.875,0,0,22,250.0357143,0,0.03974359,0,0,Dec,2,2,1,2,New_Visitor,FALSE,FALSE
1219,0,0,0,0,17,391.8666667,0,0.029411765,0,1,May,2,2,1,1,Returning_Visitor,TRUE,FALSE
1220,0,0,0,0,23,386.18,0.004347826,0.016521739,0,0,Jul,1,1,1,4,Returning_Visitor,FALSE,FALSE
1221,1,45,0,0,13,1610.916667,0,0.007142857,0,0,Mar,1,1,1,3,New_Visitor,TRUE,FALSE
1222,0,0,1,13.1,62,1918.966667,0.01031746,0.022246642,0,0,Aug,2,4,1,4,Returning_Visitor,FALSE,FALSE
1223,0,0,0,0,2,4,0,0.1,0,0,Mar,2,2,4,1,Returning_Visitor,FALSE,FALSE
1224,4,71.33333333,0,0,21,295.3333333,0.016666667,0.058333333,0,0,Jul,2,10,3,2,Returning_Visitor,TRUE,TRUE
1225,0,0,0,0,11,1712.416667,0.018181818,0.036363636,0,0,Nov,3,2,1,10,Returning_Visitor,TRUE,FALSE
1226,7,238.4666667,7,300.9,33,1801.371429,0.0055,0.040415616,8.08269,0,May,2,1,1,4,Returning_Visitor,TRUE,FALSE
1227,0,0,0,0,16,1092.333333,0.025,0.066666667,0,0,Dec,2,2,5,1,Returning_Visitor,FALSE,FALSE
1228,2,32,0,0,7,164.5,0,0.008333333,0,0.4,May,2,2,1,4,Returning_Visitor,FALSE,FALSE
1229,4,58,2,28.5,82,4729.065909,0,0.014544651,9.055465887,0,Nov,2,2,1,2,Returning_Visitor,FALSE,TRUE
1230,0,0,3,65,15,1957.616667,0,0.00625,0,0,Mar,1,1,1,1,Returning_Visitor,TRUE,FALSE
1231,8,580.2,1,145.6,48,2734.966667,0,0.007692308,27.60143046,0,Oct,2,2,4,5,New_Visitor,FALSE,TRUE
1232,8,131.3333333,1,4,95,2107.583333,0,0.004166667,0,0,May,2,2,4,4,Returning_Visitor,TRUE,FALSE
1233,6,83.4,1,102.3,34,970.6266667,0.008823529,0.014313725,0,0,Nov,1,1,6,2,Returning_Visitor,FALSE,FALSE
1234,12,159.8958333,0,0,121,3648.5625,0.001927438,0.009409219,3.322866215,0,Nov,2,2,5,7,Returning_Visitor,FALSE,FALSE
1235,3,39,0,0,10,176.8,0,0.0375,0,0,June,3,2,5,4,Returning_Visitor,FALSE,FALSE
1236,10,579.1333333,0,0,22,539.8357143,0,0.004761905,25.5330039,0,Oct,2,2,3,2,New_Visitor,FALSE,FALSE
1237,0,0,0,0,28,403.8333333,0.017857143,0.029829932,0,0,Jul,1,1,6,4,Returning_Visitor,FALSE,FALSE
1238,0,0,0,0,21,1686.333333,0,0.030952381,0,0,Mar,2,5,2,1,Returning_Visitor,FALSE,FALSE
1239,2,11,1,0,35,1557.166667,0.005555556,0.024074074,0,0,May,2,4,3,3,Returning_Visitor,FALSE,FALSE
1240,2,38,0,0,21,733.7,0,0.014035088,0,0,Mar,2,7,1,3,Returning_Visitor,TRUE,FALSE
1241,0,0,0,0,1,0,0.2,0.2,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE,FALSE
1242,1,21.2,0,0,21,836.1,0,0.004545455,0,0,Oct,2,4,9,4,New_Visitor,FALSE,FALSE
1243,0,0,0,0,48,2215.866667,0.001041667,0.019583333,0,0,May,4,1,1,4,Returning_Visitor,FALSE,FALSE
1244,0,0,0,0,11,1390.166667,0.012121212,0.014545455,0,0,Mar,1,1,1,3,Returning_Visitor,TRUE,FALSE
1245,9,424,0,0,6,45,0,0.02,0,0,May,3,5,1,5,New_Visitor,FALSE,FALSE
1246,2,16.2,0,0,4,60.6,0.025,0.075,0,0,Sep,2,4,1,3,Returning_Visitor,FALSE,TRUE
1247,7,405.2583333,1,88,22,661.6309524,0.007692308,0.005128205,0,0,May,1,1,4,2,Returning_Visitor,FALSE,FALSE
1248,0,0,0,0,1,0,0.2,0.2,0,0,June,2,4,3,4,New_Visitor,FALSE,FALSE
1249,0,0,0,0,11,398.6944444,0.014814815,0.059259259,0,0,Nov,1,8,3,11,Returning_Visitor,FALSE,FALSE
1250,0,0,3,300,13,509.1214286,0.006666667,0.002222222,40.7932,0,Mar,3,2,7,2,Returning_Visitor,TRUE,TRUE
1251,0,0,0,0,14,363.3181818,0.014285714,0.023809524,0,0,Mar,1,1,1,3,Returning_Visitor,FALSE,FALSE
1252,0,0,0,0,10,274.3,0,0.06,0,0,June,2,2,4,3,Returning_Visitor,FALSE,FALSE
1253,3,35.2,0,0,44,1535.666667,0.012765957,0.014184397,17.21022568,0,Jul,1,1,1,3,Returning_Visitor,FALSE,FALSE
1254,0,0,0,0,18,860.5603175,0,0.009705882,0,0,Oct,3,2,6,1,Returning_Visitor,FALSE,FALSE
1255,0,0,0,0,10,377.5,0.02,0.06,0,0,May,1,1,2,11,Returning_Visitor,TRUE,FALSE
1256,0,0,0,0,32,2787.75,0.00625,0.003125,0,0,Nov,1,1,1,2,New_Visitor,FALSE,FALSE
1257,4,67.5,0,0,25,475.65,0.014285714,0.042857143,0,0,Nov,1,1,3,3,Returning_Visitor,FALSE,FALSE
1258,1,40,5,279.5,62,1088.830952,9.80E-04,0.007230392,11.48461765,0,Mar,3,2,1,9,Returning_Visitor,TRUE,TRUE
1259,7,81.5,0,0,56,857.7355067,0,0.014259607,0,0,June,3,2,1,4,Returning_Visitor,FALSE,FALSE
1260,1,0,0,0,9,300.3333333,0.041666667,0.06875,0,0,Dec,3,2,9,1,Returning_Visitor,FALSE,FALSE
1261,0,0,0,0,8,211.3333333,0,0.075,0,0,May,2,5,3,2,Returning_Visitor,TRUE,FALSE
1262,7,275.0844444,0,0,70,806.0266667,0,0.002666667,0,0,Oct,2,5,1,2,New_Visitor,FALSE,FALSE
1263,0,0,0,0,1,0,0.2,0.2,0,0,Nov,2,4,3,3,Returning_Visitor,FALSE,FALSE
1264,0,0,2,26,90,4875.609432,0.01978022,0.044796184,0,0,Nov,2,2,7,1,Returning_Visitor,FALSE,TRUE
1265,0,0,0,0,2,14,0,0.1,0,0,Dec,4,2,1,1,Returning_Visitor,TRUE,FALSE
1266,3,149,0,0,25,1294.183333,0.014814815,0.02962963,0,0,May,3,2,1,13,Returning_Visitor,FALSE,FALSE
1267,2,10,1,57,99,6266.208586,0,0.010869841,8.926598571,0,May,2,2,1,1,Returning_Visitor,TRUE,FALSE
1268,7,119.5666667,0,0,25,499.6083333,0.004166667,0.033333333,0,0,Nov,1,1,1,8,Returning_Visitor,FALSE,FALSE
1269,8,355,0,0,50,1039.599344,9.26E-04,0.010164456,0,0,Nov,1,2,3,10,Returning_Visitor,FALSE,FALSE
1270,10,141.6333333,0,0,13,386.3,0,0.023529412,0,0,Sep,2,2,1,3,Returning_Visitor,FALSE,FALSE
1271,0,0,4,140,26,832.8333333,0.006896552,0.040229885,0,0,May,3,2,1,2,Returning_Visitor,FALSE,FALSE
1272,0,0,0,0,13,1985,0.016666667,0.05,0,0,Nov,4,1,7,6,Returning_Visitor,FALSE,FALSE
1273,8,237.5,4,142,30,1569.625,0,0.008108108,15.88906362,0,Mar,1,2,1,9,Returning_Visitor,TRUE,TRUE
1274,0,0,0,0,13,190.25,0.030769231,0.049230769,0,0,May,2,2,1,13,Returning_Visitor,FALSE,FALSE
1275,0,0,0,0,4,64,0,0.05,0,0.4,May,2,5,3,1,Returning_Visitor,FALSE,FALSE
1276,0,0,0,0,3,234,0,0.033333333,0,0,Mar,1,2,1,2,Returning_Visitor,TRUE,FALSE
1277,7,146.25,0,0,42,1030.266667,0,0.008695652,0,0,Mar,2,2,1,2,New_Visitor,FALSE,FALSE
1278,5,236.25,0,0,41,1955.783333,0,0.002439024,21.07980488,0,May,1,1,6,2,Returning_Visitor,FALSE,TRUE
1279,0,0,0,0,7,203.25,0,0.028571429,0,0,Nov,1,1,3,3,Returning_Visitor,FALSE,FALSE
1280,1,6,0,0,97,1643.365907,0.005666667,0.015870587,24.21760276,0,Jul,2,2,1,1,Returning_Visitor,FALSE,FALSE
1281,0,0,1,14,119,2763.011332,0.005367232,0.007566642,0,0,Nov,3,2,3,13,Returning_Visitor,TRUE,FALSE
1282,2,27,0,0,18,915.1666667,0.021052632,0.036842105,0,0,Mar,2,2,4,1,Returning_Visitor,FALSE,FALSE
1283,5,98.91666667,0,0,10,177.5833333,0,0.018181818,0,0,Nov,4,2,7,2,Returning_Visitor,FALSE,FALSE
1284,8,228.5,0,0,5,64.5,0,0.028571429,0,0,May,1,2,3,5,New_Visitor,TRUE,FALSE
1285,0,0,0,0,20,366.5,0,0.01,0,0,Nov,2,2,1,2,Returning_Visitor,FALSE,FALSE
1286,5,140.5833333,2,87,69,1918.902722,0.003424658,0.021575342,0,0,Nov,2,2,3,2,Returning_Visitor,FALSE,FALSE
1287,0,0,0,0,29,874.952381,0.004597701,0.044367816,0,0,Dec,1,1,1,2,Returning_Visitor,FALSE,FALSE
1288,5,232.4,0,0,6,190.4,0.042857143,0.061904762,0,0,May,1,1,1,3,Returning_Visitor,TRUE,FALSE
1289,0,0,0,0,5,70,0.04,0.08,0,0.4,May,2,5,6,3,Returning_Visitor,FALSE,FALSE
1290,1,6,0,0,14,1626,0.051282051,0.092307692,0,0,Nov,1,1,1,1,Returning_Visitor,FALSE,FALSE
1291,3,44,0,0,10,355,0,0.016666667,0,0,May,2,2,1,2,New_Visitor,FALSE,FALSE
1292,7,186.6666667,7,790.0066667,57,1720.444748,9.80E-04,0.007866316,3.801048407,0,Sep,3,2,6,2,Returning_Visitor,TRUE,FALSE
1293,0,0,1,16,25,902.0833333,0,0.007692308,0,0,Dec,3,3,3,2,New_Visitor,FALSE,TRUE
1294,4,47,0,0,29,5198.533333,0,0.019892473,0,0,May,2,4,2,2,Returning_Visitor,FALSE,FALSE
1295,3,115,0,0,6,132.75,0,0.022222222,0,0,Dec,1,1,7,2,New_Visitor,TRUE,FALSE
1296,0,0,0,0,27,1009.375,0.007407407,0.040740741,0,0,Nov,2,2,1,2,New_Visitor,TRUE,TRUE
1297,0,0,0,0,12,407,0,0.033333333,0,0,Mar,2,2,4,3,Returning_Visitor,FALSE,FALSE
1298,0,0,0,0,2,7,0,0.1,0,0,Aug,2,2,6,13,Returning_Visitor,FALSE,FALSE
1299,0,0,0,0,12,349.5,0,0.008333333,0,0,Dec,1,1,6,1,Returning_Visitor,FALSE,FALSE
1300,8,288.0875,0,0,20,326.9277778,0.033333333,0.059464286,0,0,Dec,3,2,1,1,Returning_Visitor,TRUE,FALSE
1301,5,66.5,0,0,29,1141.175,0.010416667,0.025902778,0,0,Nov,3,2,1,2,Returning_Visitor,FALSE,FALSE
1302,2,53.5,0,0,20,559.3809524,0,0.01,0,1,May,2,2,1,4,New_Visitor,TRUE,FALSE
1303,2,115.6,2,503.25,61,1880.271429,0,0.013347763,1.036090909,0,May,2,2,1,4,Returning_Visitor,FALSE,FALSE
1304,0,0,0,0,21,587.9166667,0.023333333,0.031666667,23.33239205,0,Nov,3,2,1,10,Returning_Visitor,FALSE,FALSE
1305,12,81.5,0,0,61,2202.579167,0.005797101,0.017153855,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE,FALSE
1306,5,45,0,0,59,1100.475,0,0.008391881,24.7526533,0,Nov,2,5,4,2,Returning_Visitor,TRUE,TRUE
1307,0,0,0,0,11,321.9583333,0,0.022222222,0,0,May,3,2,6,5,Returning_Visitor,FALSE,FALSE
1308,13,314.6107143,0,0,358,9760.690488,8.31E-04,0.004094211,0,0,June,3,2,5,1,Returning_Visitor,FALSE,FALSE
1309,0,0,0,0,2,0,0.2,0.2,0,0,June,3,2,4,13,Returning_Visitor,FALSE,FALSE
1310,1,23.2,0,0,4,44.8,0,0.05,0,0,June,2,10,7,4,Returning_Visitor,TRUE,FALSE
1311,2,44,0,0,8,182,0,0.005,0,0,May,2,4,1,2,New_Visitor,FALSE,FALSE
1312,1,8,0,0,22,699.2671429,0.028571429,0.037698413,10.79250883,0,Jul,3,2,1,1,Returning_Visitor,FALSE,TRUE
1313,3,117,0,0,20,543.8,0.00952381,0.019047619,0,0,Mar,1,1,1,2,New_Visitor,FALSE,FALSE
1314,0,0,0,0,8,262.1666667,0,0.025,0,0,May,2,2,1,2,Returning_Visitor,FALSE,FALSE
1315,0,0,0,0,20,1815.279762,0.012280702,0.029239766,0,0.6,May,1,2,1,2,Returning_Visitor,FALSE,FALSE
1316,0,0,0,0,6,132,0,0.033333333,0,0,May,4,1,3,5,New_Visitor,FALSE,FALSE
1317,0,0,0,0,7,125,0,0.028571429,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE,FALSE
1318,0,0,0,0,1,0,0.2,0.2,0,0,May,4,1,1,3,Returning_Visitor,FALSE,FALSE
1319,0,0,0,0,12,1484,0,0.016666667,0,0,Mar,2,2,7,1,Returning_Visitor,FALSE,FALSE
1320,1,26.2,1,6,28,677.5333333,0,0.019472789,0,0,Jul,1,1,6,1,Returning_Visitor,TRUE,TRUE
1321,0,0,0,0,5,52,0,0.02,0,0,Mar,2,4,7,2,Returning_Visitor,FALSE,FALSE
1322,3,444.7,0,0,59,3296.55,0.006666667,0.0265,0,0,Jul,2,2,4,13,Returning_Visitor,FALSE,FALSE
1323,9,160,0,0,48,3946.008333,0.007272727,0.011515152,20.32388105,0,Mar,2,6,1,8,Returning_Visitor,TRUE,TRUE
1324,0,0,0,0,1,0,0.2,0.2,0,0,Nov,1,1,3,2,Returning_Visitor,FALSE,FALSE
1325,2,54,0,0,11,220.9666667,0.020512821,0.029487179,0,0,May,1,1,4,6,Returning_Visitor,FALSE,FALSE
1326,3,15,0,0,102,4021.172222,0,0.01,0,0,Nov,2,2,1,2,Returning_Visitor,TRUE,FALSE
