ID,Rented Bike Count,Hour,Temperature,Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature,Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Functioning Day
2249,396,16.0,11.7,82,1.1,753.0,8.7,0.32,0.0,0.0,,,Yes
1744,181,15.0,-2.6,31,2.7,1987.0,,,0.0,0.0,,No Holiday,Yes
845,47,4.0,-5.1,55,1.7,1266.0,-12.7,0.0,0.0,0.0,Winter,No Holiday,Yes
4635,385,2.0,17.7,87,1.2,2000.0,15.5,0.0,0.0,0.0,Summer,No Holiday,Yes
7346,882,1.0,13.8,75,,2000.0,9.4,0.0,0.0,0.0,Autumn,Holiday,Yes
3290,421,1.0,9.0,36,1.0,1994.0,-5.3,0.0,0.0,0.0,,,Yes
4152,18,,16.3,96,1.1,198.0,15.6,0.0,2.5,0.0,Spring,Holiday,Yes
40,589,15.0,7.6,41,2.3,,-4.8,0.74,0.0,0.0,Winter,No Holiday,Yes
2441,752,16.0,14.5,34,3.1,471.0,-1.2,1.59,0.0,0.0,,No Holiday,Yes
3104,651,7.0,0.6,97,1.3,66.0,0.1,0.05,0.0,0.0,,No Holiday,Yes
6889,971,0.0,22.1,74,1.1,1962.0,17.2,,0.0,0.0,Autumn,No Holiday,Yes
7163,667,10.0,18.0,44,1.3,1984.0,5.5,1.99,0.0,0.0,Autumn,Holiday,Yes
679,128,6.0,0.8,68,0.6,,-4.4,0.0,0.0,0.0,Winter,No Holiday,Yes
7107,489,2.0,,72,1.3,2000.0,10.9,0.0,0.0,0.0,Autumn,,Yes
7985,1069,16.0,11.3,41,3.6,,-1.4,0.94,0.0,0.0,Autumn,,Yes
6428,2043,19.0,25.8,62,,2000.0,17.9,0.27,0.0,0.0,Summer,No Holiday,Yes
1295,117,22.0,-13.9,45,,2000.0,-23.2,0.0,0.0,0.9,Winter,No Holiday,Yes
4686,154,5.0,20.3,84,3.2,518.0,17.5,0.0,0.0,0.0,Summer,No Holiday,Yes
4605,2300,20.0,22.8,55,1.3,2000.0,13.2,,0.0,0.0,Summer,No Holiday,Yes
5260,460,,18.8,56,1.2,2000.0,9.8,0.0,0.0,0.0,Summer,No Holiday,Yes
972,168,11.0,-6.4,49,4.5,1759.0,-15.3,0.86,,0.5,Winter,No Holiday,Yes
3443,12,10.0,8.6,95,2.5,578.0,7.8,0.2,4.0,0.0,Spring,No Holiday,Yes
6652,223,3.0,20.6,97,0.2,500.0,20.1,0.0,,0.0,Autumn,No Holiday,Yes
5553,1896,8.0,26.6,70,1.3,1062.0,20.6,1.01,0.0,0.0,Summer,No Holiday,
1113,650,8.0,1.2,68,0.6,411.0,-4.0,0.0,0.0,0.0,Winter,,Yes
4289,1497,,28.1,43,3.4,845.0,14.3,2.32,,0.0,Spring,No Holiday,Yes
777,655,,-3.4,71,0.8,1179.0,-7.9,,0.0,0.0,,,Yes
8508,699,11.0,7.5,29,1.3,1926.0,-9.4,1.55,0.0,0.0,Autumn,,Yes
2232,215,23.0,9.4,74,1.6,559.0,4.9,,0.0,0.0,Spring,,
2229,631,20.0,,51,3.7,1957.0,1.3,0.0,,0.0,Spring,No Holiday,
2154,8,17.0,3.8,90,,654.0,2.3,0.0,0.0,,Winter,No Holiday,
6324,681,11.0,24.7,85,2.3,1438.0,,0.27,,0.0,Summer,No Holiday,Yes
7166,1309,,,30,2.0,2000.0,4.3,,0.0,0.0,Autumn,Holiday,Yes
7214,1191,13.0,23.0,39,1.7,2000.0,8.2,2.28,0.0,,,No Holiday,Yes
7006,0,,22.1,61,1.5,2000.0,14.2,0.0,0.0,,Autumn,No Holiday,No
8305,456,,5.4,64,0.8,2000.0,-0.8,0.0,0.0,0.0,,No Holiday,Yes
5355,517,,26.3,84,0.3,1361.0,,,0.0,0.0,Summer,No Holiday,Yes
8289,395,8.0,6.3,81,0.8,365.0,3.2,0.11,0.0,0.0,Autumn,No Holiday,Yes
6619,2118,18.0,27.9,52,1.7,2000.0,17.1,0.2,0.0,0.0,Autumn,No Holiday,Yes
1367,108,22.0,-14.6,40,1.8,1746.0,-25.2,0.0,0.0,0.3,Winter,No Holiday,Yes
1470,34,,-2.8,83,0.6,946.0,-5.2,0.0,0.0,3.5,Winter,No Holiday,Yes
1852,36,3.0,-4.4,37,,1989.0,-16.9,0.0,0.0,0.0,Winter,Holiday,Yes
3184,1074,,19.4,24,3.9,2000.0,,,0.0,0.0,Spring,No Holiday,Yes
1964,522,,2.5,21,2.2,2000.0,-17.6,,0.0,0.0,Winter,,Yes
7224,1222,23.0,17.7,51,,2000.0,7.4,0.0,,,Autumn,No Holiday,
8010,1357,17.0,9.9,40,,2000.0,-3.0,0.47,,0.0,Autumn,No Holiday,Yes
5571,684,2.0,26.4,72,0.2,1766.0,20.9,0.0,0.0,0.0,Summer,,
3200,999,7.0,8.8,33,1.2,,-6.6,0.11,,0.0,Spring,No Holiday,Yes
6219,572,2.0,22.8,50,1.4,2000.0,11.8,0.0,0.0,0.0,Summer,No Holiday,Yes
1290,239,,-10.6,38,3.5,2000.0,-22.2,0.38,0.0,0.9,,No Holiday,Yes
486,49,,-4.3,91,1.5,233.0,,0.0,0.0,2.2,,,Yes
2240,23,,8.4,97,2.6,122.0,7.9,0.0,0.0,0.0,Spring,No Holiday,Yes
5720,1111,7.0,27.6,80,1.0,783.0,23.8,,0.0,0.0,Summer,No Holiday,Yes
3262,464,,9.6,66,1.7,1850.0,,0.0,0.0,0.0,Spring,,Yes
7469,123,4.0,10.4,61,0.6,2000.0,3.1,0.0,0.0,0.0,Autumn,No Holiday,Yes
5461,719,,32.4,49,2.0,1844.0,20.3,,0.0,0.0,Summer,No Holiday,Yes
8410,991,,8.2,61,0.6,586.0,1.1,0.26,,0.0,Autumn,No Holiday,Yes
7255,290,6.0,14.6,81,1.0,2000.0,11.3,0.0,0.0,0.0,Autumn,No Holiday,
8515,1857,18.0,9.1,31,2.0,1932.0,-7.1,0.0,0.0,0.0,,No Holiday,Yes
31,70,6.0,-4.3,82,2.1,1178.0,-6.9,0.0,0.0,0.0,Winter,No Holiday,Yes
4668,1478,11.0,24.5,51,1.5,1333.0,13.6,,0.0,0.0,,,Yes
3543,1115,14.0,22.2,32,,1124.0,4.7,2.91,0.0,0.0,,No Holiday,Yes
7987,1987,18.0,9.4,51,3.4,2000.0,-0.2,0.02,0.0,0.0,,No Holiday,Yes
1880,35,7.0,-6.8,32,1.6,2000.0,-20.7,0.0,0.0,0.0,Winter,Holiday,Yes
8676,623,11.0,7.9,64,,383.0,1.4,0.87,0.0,0.0,Autumn,No Holiday,Yes
3938,377,1.0,12.4,94,1.3,307.0,11.4,0.0,,0.0,Spring,No Holiday,Yes
1984,366,15.0,4.2,15,2.7,1995.0,-20.2,2.21,0.0,0.0,Winter,,Yes
4320,742,23.0,19.5,89,1.7,304.0,17.6,,0.0,0.0,Spring,No Holiday,Yes
3772,249,3.0,14.7,82,0.8,1822.0,,,0.0,,,No Holiday,Yes
7847,1257,22.0,12.3,73,,1392.0,7.5,0.0,0.0,,Autumn,No Holiday,Yes
5622,310,5.0,29.3,55,1.6,2000.0,19.3,0.0,0.0,0.0,Summer,No Holiday,Yes
6004,322,3.0,28.3,84,0.5,,25.3,,0.0,0.0,Summer,,Yes
6362,745,1.0,30.1,54,0.8,2000.0,19.7,0.0,0.0,0.0,Summer,,Yes
1037,47,4.0,-6.4,46,0.8,1993.0,,,0.0,0.0,Winter,No Holiday,Yes
637,230,12.0,-5.5,21,2.1,1941.0,-24.4,1.08,0.0,0.0,Winter,No Holiday,Yes
5228,2557,19.0,25.0,52,2.2,,14.4,0.37,0.0,0.0,Summer,No Holiday,
4142,2000,13.0,,52,1.0,,12.3,0.94,0.0,0.0,Spring,,Yes
4011,78,2.0,21.8,97,1.3,175.0,21.2,0.0,1.0,0.0,Spring,No Holiday,Yes
5913,568,8.0,30.2,61,1.8,,21.8,,0.0,,Summer,No Holiday,Yes
4688,94,7.0,19.4,97,0.9,272.0,18.9,0.0,13.5,0.0,Summer,No Holiday,Yes
1084,58,,4.4,70,1.7,928.0,-0.6,0.0,0.0,0.0,Winter,No Holiday,Yes
2616,382,23.0,6.9,44,,2000.0,-4.5,0.0,0.0,0.0,Spring,No Holiday,Yes
862,284,21.0,-3.5,53,0.9,1353.0,-11.7,,0.0,0.0,Winter,No Holiday,Yes
4727,2155,22.0,20.4,54,1.4,2000.0,10.7,0.0,0.0,0.0,Summer,No Holiday,Yes
904,368,15.0,2.7,31,0.9,1603.0,-12.7,0.43,0.0,0.0,Winter,No Holiday,Yes
192,275,,-3.5,43,0.9,2000.0,-14.3,0.0,,0.0,Winter,No Holiday,Yes
110,325,13.0,-1.6,27,0.0,1955.0,,0.0,,0.0,Winter,No Holiday,Yes
8579,582,10.0,1.3,27,0.9,1856.0,-15.6,,0.0,0.0,Autumn,No Holiday,
5787,363,2.0,,57,1.2,2000.0,18.6,,0.0,0.0,,,Yes
1943,357,22.0,1.0,69,,525.0,-4.0,0.0,,0.0,Winter,No Holiday,Yes
7238,0,13.0,,53,1.4,2000.0,9.2,0.76,0.0,0.0,Autumn,No Holiday,No
7788,1055,11.0,16.8,38,1.5,1326.0,,2.07,0.0,0.0,Autumn,No Holiday,Yes
5471,1934,22.0,27.2,69,,2000.0,21.0,0.0,0.0,0.0,Summer,No Holiday,Yes
6821,193,4.0,17.7,52,1.5,2000.0,7.7,0.0,0.0,0.0,Autumn,No Holiday,Yes
1832,55,7.0,-3.0,40,0.9,2000.0,-14.7,0.0,0.0,,Winter,Holiday,Yes
6616,1550,15.0,29.3,43,1.5,1958.0,15.4,2.4,,0.0,,No Holiday,Yes
5612,1478,19.0,34.5,47,2.8,,21.5,0.42,0.0,0.0,Summer,No Holiday,Yes
6510,109,5.0,24.6,87,3.6,,22.2,0.0,0.0,0.0,Summer,No Holiday,Yes
6554,652,1.0,23.7,77,1.1,1099.0,19.4,0.0,0.0,0.0,Summer,No Holiday,Yes
783,302,14.0,1.7,20,4.4,1995.0,,,,0.0,Winter,No Holiday,Yes
564,9,11.0,4.6,95,0.8,156.0,3.8,0.05,0.0,0.0,Winter,,Yes
8485,785,12.0,10.3,38,1.2,1130.0,-3.4,1.08,0.0,0.0,Autumn,,Yes
7716,917,11.0,15.0,52,1.4,,5.2,,,0.0,Autumn,No Holiday,Yes
2776,604,15.0,17.6,33,3.6,985.0,1.1,2.44,,0.0,Spring,,Yes
3430,24,21.0,12.0,86,2.3,681.0,9.7,0.0,,0.0,Spring,No Holiday,Yes
4792,1177,15.0,30.5,34,2.8,1590.0,12.8,2.87,0.0,0.0,,No Holiday,
8612,420,19.0,2.6,85,1.2,797.0,0.3,0.0,0.0,3.3,Autumn,No Holiday,Yes
6927,1474,,25.7,67,1.2,,19.1,0.9,0.0,0.0,Autumn,,Yes
1826,123,1.0,-1.1,38,,1999.0,-13.6,0.0,0.0,0.0,Winter,,Yes
2618,243,1.0,5.5,42,3.1,2000.0,-6.4,,0.0,0.0,,No Holiday,Yes
6410,886,1.0,23.0,82,2.1,1922.0,19.7,0.0,,0.0,Summer,,Yes
1095,306,14.0,7.1,52,2.1,646.0,-2.1,0.76,0.0,0.0,Winter,No Holiday,Yes
6526,22,21.0,,98,0.6,410.0,23.3,0.0,5.5,0.0,,No Holiday,Yes
3170,374,1.0,8.9,40,2.1,2000.0,-3.9,0.0,0.0,0.0,Spring,No Holiday,Yes
4718,1035,13.0,25.3,48,1.8,1935.0,13.4,3.42,0.0,0.0,Summer,No Holiday,Yes
4307,893,10.0,21.6,68,1.6,980.0,15.4,0.83,0.0,0.0,Spring,No Holiday,Yes
6842,691,1.0,19.6,56,1.2,2000.0,10.5,0.0,0.0,0.0,Autumn,No Holiday,Yes
7227,0,2.0,16.0,56,1.5,2000.0,7.2,0.0,0.0,0.0,,No Holiday,No
5232,1458,23.0,,55,1.7,2000.0,12.5,0.0,0.0,0.0,Summer,No Holiday,Yes
8063,1115,22.0,8.3,61,0.2,1809.0,1.2,0.0,,0.0,Autumn,No Holiday,Yes
7232,0,,14.5,62,1.5,2000.0,7.2,0.03,0.0,0.0,,No Holiday,No
4829,249,,19.1,82,1.5,471.0,15.9,0.0,0.0,0.0,Summer,No Holiday,Yes
6209,902,16.0,34.5,37,1.9,2000.0,17.6,2.36,0.0,0.0,Summer,No Holiday,Yes
1655,200,22.0,-6.8,50,1.7,1856.0,-15.5,0.0,,0.0,Winter,,Yes
7594,853,9.0,10.0,56,1.0,1761.0,1.6,1.03,,0.0,Autumn,No Holiday,Yes
8364,892,11.0,12.1,49,0.8,1827.0,1.6,,0.0,0.0,,No Holiday,Yes
2324,799,19.0,,44,2.3,2000.0,-2.7,0.0,0.0,0.0,Spring,No Holiday,Yes
2414,843,13.0,,31,2.1,885.0,-6.1,2.67,0.0,0.0,Spring,No Holiday,Yes
7111,144,6.0,16.5,73,1.2,2000.0,11.6,0.0,0.0,0.0,Autumn,Holiday,Yes
2655,117,14.0,1.9,89,1.5,102.0,0.2,,0.0,0.0,Spring,No Holiday,Yes
4023,352,,,81,0.6,1921.0,19.9,0.5,0.0,0.0,Spring,No Holiday,Yes
3979,2915,18.0,27.5,47,2.5,1113.0,15.1,0.43,0.0,0.0,Spring,No Holiday,Yes
8421,995,20.0,,76,3.9,603.0,3.6,0.0,0.0,0.0,Autumn,No Holiday,Yes
2679,674,14.0,11.4,30,3.1,1672.0,-5.5,2.82,0.0,0.0,,No Holiday,Yes
4919,1932,22.0,,74,,473.0,18.1,0.0,0.0,0.0,Summer,No Holiday,
5262,253,,18.1,57,1.4,2000.0,9.4,0.0,0.0,0.0,Summer,No Holiday,Yes
6581,338,4.0,21.2,88,0.9,1183.0,19.1,0.0,,0.0,Autumn,No Holiday,Yes
5153,1325,16.0,31.3,52,1.2,2000.0,20.2,1.63,,0.0,Summer,No Holiday,Yes
5820,583,,34.1,40,1.5,1947.0,18.5,2.8,0.0,0.0,Summer,No Holiday,Yes
5148,906,11.0,29.2,66,1.4,1953.0,22.1,2.72,0.0,0.0,Summer,No Holiday,Yes
179,261,10.0,-5.3,44,2.8,1516.0,-15.6,0.63,0.0,0.0,,No Holiday,Yes
5718,295,5.0,27.2,86,,657.0,24.6,0.0,0.0,0.0,Summer,No Holiday,Yes
4175,1588,22.0,14.8,59,1.0,1740.0,6.8,0.0,0.0,0.0,Spring,No Holiday,Yes
1535,227,,-2.4,63,1.3,1523.0,,0.0,0.0,0.0,Winter,No Holiday,Yes
8482,889,9.0,4.6,60,0.8,967.0,-2.5,0.46,0.0,0.0,Autumn,No Holiday,
6657,2059,8.0,20.5,90,1.9,490.0,18.7,0.53,0.0,0.0,Autumn,No Holiday,Yes
3287,1099,22.0,10.8,33,0.9,2000.0,-4.8,0.0,0.0,0.0,Spring,No Holiday,Yes
1205,89,,-0.7,65,0.6,1226.0,-6.4,0.0,0.0,0.0,Winter,No Holiday,
2203,854,18.0,3.5,22,0.9,1961.0,-16.2,0.43,0.0,0.0,Spring,,Yes
4669,1747,12.0,24.5,56,,1094.0,15.1,1.74,,0.0,Summer,No Holiday,Yes
7532,1723,19.0,11.3,50,1.1,2000.0,,0.0,0.0,,Autumn,No Holiday,Yes
7158,105,5.0,11.5,70,0.5,2000.0,6.2,,0.0,0.0,Autumn,,Yes
4072,2268,,,37,1.6,2000.0,8.3,3.07,0.0,0.0,Spring,No Holiday,Yes
4788,915,11.0,,45,2.4,846.0,14.3,,0.0,0.0,Summer,No Holiday,Yes
976,193,,-5.3,33,4.8,2000.0,-19.0,0.99,0.0,0.3,Winter,No Holiday,Yes
4665,959,8.0,20.7,65,1.5,1004.0,13.8,0.97,,0.0,Summer,,Yes
1771,475,18.0,-4.4,46,,,-14.3,0.23,0.0,0.0,Winter,No Holiday,
830,284,13.0,-2.0,32,1.0,1864.0,-16.5,0.91,0.0,0.0,Winter,No Holiday,Yes
942,52,5.0,-5.1,48,3.2,1821.0,-14.4,,0.0,0.9,Winter,No Holiday,Yes
4177,778,0.0,13.7,51,1.3,1651.0,3.7,0.0,0.0,0.0,Spring,,Yes
2487,878,14.0,21.1,42,4.3,2000.0,7.6,2.49,,0.0,Spring,No Holiday,Yes
628,81,3.0,,37,1.0,2000.0,-21.1,0.0,0.0,0.0,Winter,No Holiday,Yes
4014,54,5.0,18.8,97,0.9,1927.0,,0.0,0.0,0.0,Spring,No Holiday,Yes
7880,1251,7.0,7.3,85,1.4,1039.0,4.9,,0.0,0.0,Autumn,No Holiday,Yes
7189,1358,12.0,22.5,37,1.8,2000.0,7.0,2.5,0.0,0.0,Autumn,,Yes
926,303,13.0,3.0,32,1.6,1518.0,-12.1,0.38,0.0,0.0,Winter,No Holiday,Yes
3034,719,9.0,6.9,83,2.2,1666.0,4.2,0.83,0.0,0.0,Spring,,Yes
296,310,7.0,-11.7,53,1.6,1998.0,-19.3,0.0,0.0,0.0,Winter,No Holiday,Yes
1053,158,20.0,-3.9,78,1.1,596.0,-7.1,0.0,0.0,0.0,Winter,No Holiday,Yes
8106,0,17.0,16.7,45,2.2,772.0,4.6,0.43,0.0,0.0,Autumn,No Holiday,No
2708,932,19.0,8.3,48,3.0,779.0,-2.0,0.06,0.0,0.0,Spring,No Holiday,Yes
3222,20,5.0,9.5,76,0.8,1962.0,5.4,0.0,,,Spring,No Holiday,Yes
8565,777,20.0,3.1,42,,2000.0,-8.5,,0.0,0.0,Autumn,No Holiday,Yes
8258,679,1.0,11.2,78,1.1,467.0,,0.0,0.0,0.0,Autumn,No Holiday,Yes
6115,1225,,33.4,49,1.6,1971.0,21.2,0.25,,0.0,Summer,No Holiday,Yes
6912,810,23.0,22.3,87,1.1,1810.0,20.0,0.0,0.5,0.0,Autumn,No Holiday,Yes
3510,180,5.0,10.2,73,0.8,1137.0,5.5,0.0,0.0,0.0,Spring,No Holiday,Yes
8046,154,5.0,3.3,72,0.0,1946.0,-1.2,0.0,0.0,0.0,Autumn,No Holiday,Yes
2790,110,5.0,8.0,63,0.8,439.0,,0.0,0.0,0.0,Spring,No Holiday,Yes
945,554,8.0,-6.0,64,3.2,1384.0,-11.7,0.0,0.0,0.7,Winter,No Holiday,
7380,0,11.0,21.3,41,1.9,1963.0,7.5,,0.0,0.0,Autumn,No Holiday,No
7696,1175,,18.3,21,2.7,,-4.4,2.02,0.0,0.0,Autumn,No Holiday,Yes
7041,299,,18.0,91,1.3,896.0,,0.11,0.5,0.0,Autumn,No Holiday,Yes
13,449,12.0,1.7,23,1.4,,-17.2,,0.0,0.0,Winter,No Holiday,Yes
1118,296,13.0,,47,0.8,382.0,,0.53,0.0,0.0,Winter,No Holiday,Yes
7317,1824,20.0,15.4,63,2.1,2000.0,,0.0,0.0,0.0,Autumn,No Holiday,Yes
3256,62,15.0,13.1,54,,1264.0,,1.98,0.0,0.0,,,Yes
7765,1407,,17.7,33,2.2,1556.0,1.2,2.37,0.0,0.0,Autumn,No Holiday,Yes
2691,216,2.0,2.2,80,1.4,615.0,-0.8,0.0,0.0,,Spring,No Holiday,Yes
2214,55,5.0,0.8,39,1.0,1463.0,-11.6,0.0,0.0,0.0,Spring,No Holiday,Yes
4042,427,9.0,16.6,98,,,16.2,0.18,,0.0,,No Holiday,Yes
7234,0,9.0,16.5,50,1.2,2000.0,6.0,0.66,0.0,0.0,Autumn,No Holiday,No
5194,1112,,24.2,84,0.9,632.0,21.3,0.49,0.0,0.0,,No Holiday,Yes
1320,82,23.0,-15.7,43,3.6,2000.0,-25.4,0.0,0.0,0.7,Winter,No Holiday,Yes
780,269,11.0,-0.4,40,2.3,1633.0,-12.3,0.66,0.0,0.0,Winter,,Yes
8654,718,13.0,11.7,50,1.4,609.0,1.6,1.74,0.0,0.0,Autumn,No Holiday,Yes
8355,327,2.0,6.2,59,0.6,1584.0,-1.2,0.0,0.0,0.0,Autumn,No Holiday,Yes
3131,703,10.0,15.2,31,1.6,1757.0,-1.8,1.84,0.0,0.0,Spring,No Holiday,Yes
4443,351,2.0,,49,0.8,1978.0,9.0,0.0,0.0,0.0,,No Holiday,Yes
7461,1519,20.0,15.5,37,1.9,2000.0,0.8,0.0,0.0,0.0,Autumn,No Holiday,Yes
434,122,1.0,-2.0,72,0.8,979.0,-6.3,0.0,,2.6,Winter,,Yes
3476,1580,19.0,13.3,37,1.2,2000.0,-1.1,,,0.0,Spring,No Holiday,Yes
3506,546,,12.4,55,,1836.0,3.5,0.0,0.0,0.0,Spring,No Holiday,Yes
654,61,5.0,-5.7,28,,2000.0,-21.3,,0.0,0.0,Winter,No Holiday,Yes
2478,123,5.0,14.1,69,1.3,1923.0,8.4,0.0,0.0,0.0,Spring,,Yes
93,398,,-3.6,38,3.0,2000.0,-15.8,0.0,0.0,0.0,Winter,No Holiday,Yes
6817,910,0.0,,52,1.5,2000.0,,,0.0,0.0,Autumn,No Holiday,Yes
8621,138,4.0,2.4,89,,321.0,,0.0,0.0,2.6,Autumn,No Holiday,Yes
7168,1747,15.0,24.1,26,1.6,2000.0,3.3,2.38,0.0,0.0,Autumn,Holiday,Yes
5604,499,11.0,33.8,45,1.9,1928.0,20.2,2.74,,0.0,Summer,No Holiday,Yes
5360,1279,7.0,25.9,87,1.7,834.0,23.5,0.26,0.0,0.0,Summer,,Yes
4077,1872,20.0,20.9,34,1.4,2000.0,4.4,0.03,0.0,0.0,Spring,No Holiday,Yes
8638,546,21.0,,81,1.0,437.0,1.7,0.0,0.0,0.4,Autumn,No Holiday,Yes
4464,1354,23.0,21.4,68,2.7,972.0,15.2,,0.0,0.0,Summer,No Holiday,Yes
5721,1763,8.0,28.5,76,0.9,725.0,23.8,0.59,0.0,0.0,Summer,No Holiday,Yes
2887,142,,9.4,75,0.9,,5.1,0.0,0.0,0.0,Spring,No Holiday,Yes
3136,933,15.0,21.4,33,4.8,,4.4,1.63,0.0,0.0,Spring,No Holiday,Yes
7487,1636,22.0,14.4,49,1.1,2000.0,3.8,0.0,0.0,0.0,,No Holiday,Yes
1875,56,2.0,-3.8,30,,2000.0,,0.0,0.0,0.0,Winter,Holiday,Yes
6770,835,1.0,18.8,54,0.1,2000.0,9.2,0.0,0.0,0.0,Autumn,,Yes
8114,517,1.0,8.6,60,1.1,1416.0,1.2,0.0,0.0,0.0,Autumn,,Yes
4863,1152,,28.0,39,2.6,1833.0,12.7,3.14,0.0,0.0,Summer,,Yes
6465,328,,21.3,97,1.3,1029.0,20.7,0.17,,0.0,Summer,No Holiday,Yes
2905,579,,12.1,70,0.8,,6.7,0.0,,0.0,Spring,No Holiday,Yes
3583,183,6.0,9.5,65,1.0,1325.0,3.2,0.01,0.0,0.0,Spring,No Holiday,Yes
571,128,,1.9,82,4.3,699.0,-0.8,0.01,0.5,0.0,Winter,Holiday,Yes
1449,491,,-11.1,61,0.7,1963.0,,0.01,,0.0,Winter,No Holiday,
4794,2040,17.0,,36,3.7,1786.0,12.8,1.94,0.0,0.0,Summer,No Holiday,
4773,2429,20.0,23.1,67,2.1,1060.0,,0.03,0.0,0.0,Summer,No Holiday,Yes
8088,851,23.0,9.7,56,1.3,1423.0,1.3,,0.0,0.0,,,Yes
5216,1449,7.0,22.6,63,1.3,2000.0,15.1,,0.0,0.0,Summer,No Holiday,Yes
5606,569,13.0,36.7,33,1.8,1911.0,17.7,,,0.0,Summer,No Holiday,Yes
2519,506,22.0,9.8,90,3.7,493.0,8.2,0.0,0.0,0.0,,,
7632,810,23.0,13.2,73,1.2,1639.0,8.4,0.0,0.0,0.0,Autumn,No Holiday,Yes
1746,198,17.0,,47,2.7,2000.0,-13.8,0.31,0.0,0.0,Winter,No Holiday,Yes
2742,60,,5.0,83,0.7,200.0,2.3,0.0,0.0,0.0,Spring,No Holiday,Yes
1591,110,6.0,-11.5,40,2.3,2000.0,-22.4,0.0,0.0,0.0,Winter,No Holiday,Yes
3227,43,10.0,7.7,94,1.0,685.0,,0.28,1.5,0.0,Spring,No Holiday,Yes
8532,649,11.0,7.4,30,,2000.0,-9.0,0.44,0.0,0.0,Autumn,No Holiday,Yes
2237,34,,8.8,95,0.2,218.0,8.0,0.0,0.0,0.0,,No Holiday,Yes
288,173,23.0,-9.3,47,2.1,2000.0,-18.5,0.0,0.0,0.0,Winter,No Holiday,Yes
1739,130,10.0,-6.9,21,3.4,1827.0,-25.6,1.16,,0.0,,,Yes
5838,315,,28.3,68,0.3,2000.0,21.8,0.0,0.0,0.0,Summer,,Yes
8192,526,7.0,10.8,91,1.3,216.0,9.3,0.0,0.0,0.0,Autumn,No Holiday,Yes
3750,11,5.0,15.4,96,0.3,208.0,14.7,0.0,2.0,0.0,Spring,No Holiday,Yes
3540,986,11.0,17.7,44,,945.0,5.2,2.51,0.0,0.0,Spring,No Holiday,Yes
4343,1732,22.0,17.3,76,1.7,801.0,13.0,0.0,0.0,0.0,Spring,,Yes
5770,519,9.0,30.6,54,1.7,1831.0,20.2,1.68,0.0,0.0,Summer,,
5548,428,3.0,25.4,84,0.9,1174.0,22.4,0.0,0.0,0.0,Summer,No Holiday,Yes
1924,42,3.0,-1.4,41,1.6,1870.0,-12.9,0.0,0.0,0.0,,No Holiday,Yes
5385,2114,8.0,25.5,80,1.8,1402.0,21.7,0.37,,,Summer,No Holiday,Yes
2828,1288,,16.0,60,2.8,1436.0,8.2,,0.0,0.0,Spring,No Holiday,Yes
1685,46,4.0,-4.4,47,,1343.0,-14.0,0.0,0.0,0.0,Winter,No Holiday,Yes
5152,1069,15.0,32.0,54,1.2,1962.0,21.5,2.99,0.0,0.0,Summer,No Holiday,Yes
6061,721,,,47,1.3,2000.0,20.5,2.51,0.0,0.0,Summer,No Holiday,Yes
1339,288,,-11.8,33,4.0,2000.0,,0.04,0.0,0.5,Winter,No Holiday,Yes
3263,620,22.0,9.0,65,1.7,1953.0,2.7,0.0,0.0,0.0,Spring,No Holiday,Yes
3781,1414,,22.9,35,0.8,1948.0,,,,0.0,Spring,No Holiday,
4887,1087,14.0,31.6,25,,1780.0,9.1,,0.0,0.0,Summer,No Holiday,Yes
2743,71,6.0,4.6,84,0.7,193.0,2.1,0.0,0.0,0.0,Spring,,Yes
994,227,,-12.0,53,2.6,1781.0,-19.6,0.16,0.0,0.0,,No Holiday,Yes
7706,579,1.0,9.0,66,0.7,2000.0,2.9,,0.0,0.0,Autumn,,Yes
651,163,2.0,-6.6,34,1.8,2000.0,-19.8,0.0,0.0,0.0,Winter,No Holiday,Yes
5191,438,6.0,23.5,80,0.3,768.0,19.8,0.0,0.0,0.0,Summer,No Holiday,Yes
2903,922,22.0,12.8,52,1.5,1616.0,3.1,,0.0,0.0,Spring,,Yes
2259,9,2.0,6.3,89,2.2,1456.0,4.6,0.0,0.0,0.0,Spring,No Holiday,
7854,164,5.0,8.5,87,1.2,1046.0,6.4,,0.0,,,No Holiday,Yes
8255,0,22.0,11.2,75,1.7,478.0,6.9,0.0,0.0,0.0,Autumn,No Holiday,No
5339,581,10.0,26.3,91,0.6,749.0,24.7,0.63,,0.0,Summer,No Holiday,Yes
2987,505,10.0,10.7,81,1.4,2000.0,7.5,0.57,,0.0,Spring,No Holiday,Yes
5643,487,2.0,,66,0.9,2000.0,21.6,,,0.0,Summer,No Holiday,Yes
2122,455,9.0,2.5,51,1.0,866.0,-6.6,0.07,0.0,0.0,,,Yes
7184,335,7.0,16.3,62,2.0,2000.0,8.9,0.01,0.0,0.0,Autumn,,Yes
7639,504,6.0,11.2,81,0.2,1071.0,8.0,0.0,,0.0,Autumn,No Holiday,
7986,1274,,10.0,43,4.9,2000.0,-2.0,,0.0,0.0,Autumn,,Yes
8070,153,5.0,4.8,75,0.7,1471.0,0.7,0.0,0.0,0.0,Autumn,No Holiday,Yes
1565,35,4.0,-11.2,47,2.3,2000.0,-20.3,0.0,,0.0,Winter,No Holiday,Yes
